family_id,family_name,parent_names,household_income,num_children,marital_status,address,geo_id,intake_date,Head_of_Household_Name,Household_Size,Family_Status,Preferred_Contact_Mode,Phone,Referral_Source,Income_Level,Parent_Education_Level,created_date
FAM_000130,Daniels Family,Monica Cannon,137499.72,5,Married,243 Elizabeth Mountains Suite 464,GEO_0020,2025-06-02,Gregory Blackwell,1,Inactive,Text,204.829.5790x354,Agency,Low,High School,2017-09-19
FAM_000131,Vance Family,Jennifer Jenkins,17757.8,6,Separated,988 Kelsey Street Apt. 538,GEO_0068,2022-10-20,Matthew Smith,6,Exited,Text,828-323-5984x887,Self,Moderate,High School,2024-06-07
FAM_000132,York Family,Timothy Shannon,27382.56,1,Married,5279 Emily Junctions,GEO_0085,2025-04-26,Matthew Martin,2,Active,Phone,+1-564-684-1212,Self,Moderate,High School,2024-12-18
FAM_000133,Joseph Family,Denise Maxwell,31422.17,1,Divorced,0433 Jason Track,GEO_0177,2017-07-04,Rebecca Newman,4,Inactive,Email,001-460-959-3706,Community Partner,Low,Masters,2016-01-13
FAM_000134,Ho Family,Cody Farmer,33051.99,2,Separated,84951 Chandler Valley Apt. 111,GEO_0157,2019-05-04,Glenn Hudson,8,Active,Email,(335)526-4361,Community Partner,Low,Masters,2019-11-16
FAM_000135,Little Family,Debra Bradley,55172.51,6,Divorced,718 Catherine Flat Apt. 913,GEO_0098,2019-11-09,Jamie Cox,2,Exited,Email,687.905.7162x98475,Self,High,Bachelors,2024-10-13
FAM_000136,Leon Family,David Mcdaniel,109306.5,4,Married,26530 Bond Stream Apt. 198,GEO_0070,2023-12-16,Jacob King,8,Inactive,Text,6095646146,Agency,Low,Bachelors,2017-11-09
FAM_000137,Hicks Family,Michael Woods,58443.23,1,Single,6178 Maxwell Stravenue Apt. 023,GEO_0179,2018-02-11,Deanna Young,2,Inactive,Text,756.501.6685x86778,Self,Moderate,Bachelors,2020-10-28
FAM_000138,Martinez Family,Lisa Joseph,141726.57,4,Separated,91561 Mary Pine,GEO_0044,2018-08-15,Mark Dixon,8,Inactive,Phone,001-524-497-5393x0361,Self,Low,Masters,2021-03-31
FAM_000139,Harris Family,Samuel Henry,135289.63,6,Divorced,65774 Morrow Ranch,GEO_0036,2024-03-02,Ms. Lisa Ward,4,Inactive,Email,(503)986-1574x2368,Agency,High,Bachelors,2016-02-04
FAM_000140,Taylor Family,Corey Johnson,128430.72,1,Married,609 Peter Ridge,GEO_0150,2025-05-17,David Douglas,2,Active,Email,001-280-937-1718x6588,Agency,Low,Bachelors,2024-04-12
FAM_000141,Tyler Family,Alexis Nelson,45084.74,3,Separated,01491 Monica Route Suite 184,GEO_0118,2017-08-19,Caroline Jennings,4,Inactive,Email,861-520-4654x5656,Agency,Moderate,High School,2016-02-05
FAM_000142,Johnson Family,Patrick Mcneil,98907.99,5,Single,68750 Katherine Lodge,GEO_0031,2025-05-16,Deborah Johnson,8,Active,Email,001-563-263-8139x222,Community Partner,Low,High School,2023-09-15
FAM_000143,Spencer Family,Andrea Ho,87117.8,6,Separated,23998 Charles Mission,GEO_0033,2017-02-26,David Glenn,5,Inactive,Email,921-503-7998x2048,Agency,High,Bachelors,2024-10-28
FAM_000144,Wood Family,Dr. Katherine Nguyen,27523.84,4,Single,5611 Peck Square Suite 288,GEO_0082,2022-01-24,Shawn Hale,1,Active,Phone,201.323.3579x3775,Community Partner,Low,High School,2018-05-03
FAM_000145,Lara Family,David Sullivan,52395.44,3,Married,050 Young Locks Suite 608,GEO_0038,2021-10-01,Veronica Zimmerman,7,Active,Email,(392)599-2920,Community Partner,Moderate,Masters,2020-11-04
FAM_000146,Arnold Family,Nicolas James,84686.92,6,Divorced,26003 Abigail Ford,GEO_0193,2019-05-29,Andrea Hart,2,Active,Phone,770.245.7408,Self,Moderate,Bachelors,2025-04-04
FAM_000147,Salazar Family,Logan Newton,80360.24,1,Separated,6910 Moore Motorway Apt. 531,GEO_0150,2025-09-26,Janice Vazquez,8,Exited,Phone,001-874-691-1392x8236,Community Partner,High,Bachelors,2017-04-06
FAM_000148,Miller Family,Kelly Liu,33609.03,5,Separated,45506 Ryan Coves,GEO_0106,2019-01-12,Sandy Brown,4,Inactive,Phone,+1-538-526-8313x800,Agency,Low,Bachelors,2020-11-28
FAM_000149,Parker Family,Kelly Hayes,141824.98,3,Divorced,768 Christine Pine Suite 401,GEO_0164,2022-02-01,Kayla Rivera,8,Inactive,Text,+1-233-667-3614,Agency,Moderate,Masters,2025-07-30
FAM_000150,Key Family,Amanda Forbes,31587.2,5,Separated,8087 Matthew Freeway,GEO_0115,2024-06-12,Sharon Stone,1,Active,Text,361.294.5615x8181,Self,Moderate,Bachelors,2020-11-09
FAM_000151,Higgins Family,Jennifer Moss,102222.6,1,Separated,882 Williams Fort Suite 910,GEO_0172,2024-12-22,Shawn Hammond,5,Exited,Phone,(799)542-9223x1978,Self,Moderate,Bachelors,2020-09-05
FAM_000152,Fox Family,Kelli Mccoy,110888.59,6,Separated,570 William Port,GEO_0032,2020-02-11,Denise Compton,7,Exited,Phone,+1-420-410-8981x0723,Community Partner,Moderate,High School,2017-06-23
FAM_000153,Hammond Family,Eddie Sanders,94719.45,1,Separated,4920 Braun Prairie,GEO_0134,2016-06-16,Courtney Anderson,5,Exited,Phone,+1-574-678-3019x4410,Agency,Low,High School,2017-02-11
FAM_000154,Morrow Family,Ronald Murray,127954.2,3,Divorced,9996 Kane Shoals,GEO_0136,2018-11-07,Melissa Owens,8,Active,Email,001-744-625-3742x49417,Community Partner,High,Bachelors,2017-11-19
FAM_000155,Jones Family,Louis Brown,88906.52,1,Married,997 Pamela Hill Apt. 859,GEO_0062,2017-05-19,Kimberly Collins,3,Active,Phone,770.923.9283x1091,Self,High,Masters,2022-08-22
FAM_000156,Compton Family,Brenda Gallegos,125533.08,2,Separated,932 Cunningham Hill Apt. 849,GEO_0148,2019-04-13,Cassandra Ramirez,6,Inactive,Text,491-504-3979,Community Partner,Moderate,Masters,2020-05-01
FAM_000157,Day Family,Nathan Wilson,13972.29,5,Divorced,31234 Kimberly Meadows,GEO_0123,2022-08-22,Steven Hammond,8,Exited,Email,210-824-2505x9631,Agency,Low,Bachelors,2025-06-28
FAM_000158,Cole Family,Teresa Horton,16364.65,1,Married,806 Veronica Mountains Apt. 617,GEO_0170,2024-02-27,Kimberly Smith,5,Inactive,Phone,001-326-984-4187x76896,Community Partner,Moderate,Bachelors,2022-11-28
FAM_000159,Frazier Family,Jason Hayes,99803.52,1,Divorced,72348 Abigail Forges Suite 953,GEO_0126,2016-12-15,Kaylee Cruz,5,Exited,Email,(387)229-6204x29758,Community Partner,Moderate,High School,2020-02-18
FAM_000160,Cooper Family,Kevin Marquez,90747.97,6,Single,804 Phyllis Lodge,GEO_0072,2022-10-26,Lori Dawson,5,Inactive,Email,441-500-8259,Self,Low,Bachelors,2020-08-25
FAM_000161,Humphrey Family,Jesse Wright,101158.2,2,Married,99650 Richard Track,GEO_0083,2016-10-01,Lisa Ryan,4,Exited,Email,7653117682,Agency,Moderate,High School,2025-02-26
FAM_000162,Deleon Family,Susan Hogan,117374.26,5,Married,264 Kristen Light Suite 561,GEO_0198,2019-12-08,Curtis Prince,6,Active,Email,228-780-0496x05469,Self,Moderate,Masters,2025-09-20
FAM_000163,Bowman Family,Becky Wilson,68322.15,4,Single,87612 Lindsay Island,GEO_0188,2020-01-13,Matthew Freeman,5,Inactive,Phone,4842951704,Self,Low,High School,2023-11-08
FAM_000164,White Family,Jack Mills,99458.77,2,Married,43468 John Underpass Suite 840,GEO_0124,2024-06-11,Robert Garcia,5,Exited,Text,001-447-430-8788x75263,Agency,High,Masters,2016-07-30
FAM_000165,Burch Family,Richard Hunt,79725.33,2,Married,73008 Burke Loaf,GEO_0058,2021-03-01,Joshua Lee,8,Exited,Email,001-284-541-3335x8021,Agency,High,Masters,2022-12-15
FAM_000166,Reynolds Family,Jamie James,97802.96,5,Single,16831 Elizabeth Via,GEO_0024,2017-02-10,Kimberly Peterson,2,Inactive,Email,870.402.3358x2350,Self,High,Bachelors,2021-01-14
FAM_000167,Bartlett Family,Susan Cunningham,50554.03,6,Divorced,01680 Miller Roads Apt. 507,GEO_0068,2023-12-07,Ryan Powell,3,Exited,Phone,241.657.0883x286,Community Partner,Moderate,High School,2025-09-02
FAM_000168,Brown Family,Brittany Melton,143931.02,2,Separated,83976 Brent Land Apt. 440,GEO_0197,2024-09-28,John Gray,8,Inactive,Text,361-443-5434,Self,Low,Bachelors,2022-05-03
FAM_000169,Martinez Family,Michael Barnes,77612.27,5,Married,7946 Brian Mission Apt. 662,GEO_0076,2023-08-14,Brady Harmon,1,Active,Phone,555-274-6433x3040,Agency,Low,Bachelors,2021-05-12
FAM_000170,Hernandez Family,Randy Griffin,122656.34,6,Divorced,0817 Livingston Causeway,GEO_0183,2022-09-29,Christina Carter,6,Active,Text,+1-458-718-1585x35062,Agency,High,Masters,2020-04-16
FAM_000171,Martin Family,Autumn Anderson,105898.72,2,Divorced,914 Ray Pine,GEO_0022,2016-02-07,Vicki Bullock,8,Exited,Text,+1-509-994-9194,Agency,Moderate,Masters,2022-03-25
FAM_000172,Morris Family,Marcus King,51640.74,5,Single,33373 Sharon Island Suite 235,GEO_0091,2018-07-04,Sarah Sanders,8,Active,Text,733.712.9386,Agency,Low,Bachelors,2016-10-15
FAM_000173,Fletcher Family,Scott Stephens,20216.22,6,Divorced,78170 Melissa Expressway Apt. 192,GEO_0143,2024-07-26,Raymond Martinez,3,Active,Phone,(985)402-2080x5384,Agency,Moderate,Masters,2016-10-24
FAM_000174,Reed Family,Stephen Young,18387.82,5,Single,1363 Anderson Park,GEO_0063,2024-04-07,Paul Guerrero,3,Inactive,Email,795.313.2465x183,Community Partner,Low,High School,2016-03-27
FAM_000175,Everett Family,Karen Ortiz,71544.77,4,Divorced,1337 Patricia Plains Suite 449,GEO_0169,2021-02-22,Kimberly Sharp,2,Inactive,Email,661-220-1407x983,Community Partner,Low,Bachelors,2024-06-30
FAM_000176,Jacobson Family,Kyle Sanchez,77795.16,6,Separated,295 Donald Locks,GEO_0166,2016-02-14,Jessica Hobbs,7,Active,Text,5773160108,Agency,Moderate,Masters,2016-04-11
FAM_000177,Singleton Family,Lisa Grant,38563.22,1,Divorced,016 Mitchell Center Apt. 734,GEO_0189,2023-11-28,Timothy Jones,5,Exited,Email,534.999.6321x553,Agency,Moderate,Masters,2024-03-13
FAM_000178,King Family,Amber Hernandez,94932.44,6,Divorced,7812 Figueroa Parks,GEO_0053,2018-08-06,Eric Hudson,2,Exited,Email,231-475-2861x22400,Agency,Low,Masters,2019-12-31
FAM_000179,Reid Family,Amanda Nash,53761.55,5,Divorced,10217 Curtis Fields,GEO_0178,2022-11-30,Catherine Scott,8,Exited,Phone,993-675-8183x50022,Community Partner,Moderate,Masters,2022-02-18
FAM_000180,Pierce Family,Sara Evans,110570.8,3,Single,629 Navarro Overpass Suite 363,GEO_0020,2020-02-22,William Hebert,6,Exited,Text,5897757842,Community Partner,Moderate,Masters,2016-08-23
FAM_000181,Martinez Family,Amber Butler,112787.97,6,Married,82856 Matthew Ports,GEO_0020,2024-11-26,Andrew Mcdaniel,3,Exited,Text,480-626-4214,Agency,High,Bachelors,2017-06-11
FAM_000182,Turner Family,Michael Carr,130508.83,4,Single,079 Powell Crest Suite 706,GEO_0127,2024-07-13,Ryan Davis,4,Active,Phone,963-844-7792,Agency,Low,High School,2021-06-30
FAM_000183,Ferguson Family,Linda Cobb,146552.38,6,Separated,68205 Nicholas Divide Apt. 223,GEO_0016,2017-01-30,Max Howard,2,Exited,Phone,+1-739-520-5515x704,Community Partner,Low,Masters,2019-08-05
FAM_000184,Shaw Family,Jesse Riley,28307.26,6,Single,2165 Kimberly Plains Suite 146,GEO_0055,2015-12-10,Felicia Herrera,4,Inactive,Text,001-430-843-4948x1598,Community Partner,High,Bachelors,2020-08-02
FAM_000185,Jackson Family,Anna Evans,61875.63,4,Married,182 Tina Dam,GEO_0004,2021-08-20,Cheryl Stewart,4,Exited,Phone,574.243.3731x40290,Community Partner,Low,High School,2024-11-10
FAM_000186,David Family,James Jones,88631.17,1,Separated,679 Angela Place Suite 369,GEO_0172,2016-05-23,Jonathan Zavala,5,Active,Text,6812039111,Community Partner,Low,Bachelors,2020-09-15
FAM_000187,Moore Family,Joshua Carter,54676.22,2,Married,022 Melissa Union Apt. 938,GEO_0056,2020-02-06,Manuel Carter,5,Active,Email,655.697.8621x6348,Agency,Low,Bachelors,2018-04-03
FAM_000188,Hopkins Family,Michael Hill,75306.16,2,Married,948 Wong Hills Suite 988,GEO_0120,2017-05-17,Richard Allen,6,Active,Email,205.434.4755,Self,Moderate,High School,2025-10-15
FAM_000189,Le Family,Kelly Dominguez,47446.03,5,Separated,145 Garrett Parkways,GEO_0099,2022-12-23,Carl Mitchell,8,Inactive,Email,582.988.8161,Agency,Low,Bachelors,2025-05-18
FAM_000190,Jacobs Family,Ashley Blair,44708.64,4,Married,71523 West Neck Apt. 820,GEO_0049,2024-01-21,Sabrina Davis,2,Exited,Email,+1-819-558-8073x2714,Self,Low,Masters,2016-12-30
FAM_000191,Kirby Family,Victoria Webb,23553.63,5,Single,6191 Simpson Place Suite 682,GEO_0125,2025-01-04,Shawn Holmes,5,Exited,Text,(454)228-4686x387,Community Partner,High,High School,2021-01-26
FAM_000192,Elliott Family,Taylor Andersen,50629.68,3,Married,722 Black Flat Suite 085,GEO_0027,2017-02-22,Christopher Jones,4,Inactive,Text,623.683.2270,Community Partner,High,Bachelors,2025-06-06
FAM_000193,Bryan Family,Lee Stewart,63780.98,6,Divorced,2350 Ware Shore,GEO_0088,2018-10-30,Keith Miller,3,Exited,Phone,727.440.2655,Community Partner,Moderate,Bachelors,2025-10-13
FAM_000194,Johnson Family,Whitney Gomez,96152.84,2,Single,6957 Anthony Crossing Apt. 482,GEO_0054,2024-11-29,Larry Smith,6,Inactive,Phone,758-602-3310x818,Agency,Moderate,Bachelors,2024-04-26
FAM_000195,Williams Family,Justin Stone,44757.84,5,Married,4428 Murray Lock Apt. 259,GEO_0152,2024-07-25,Jessica Kennedy,3,Active,Email,001-680-251-4388x2737,Community Partner,High,Bachelors,2024-10-23
FAM_000196,May Family,Katherine White,131143.05,5,Divorced,32894 Greer Forges Apt. 891,GEO_0195,2020-01-07,Michael Gonzalez,4,Inactive,Phone,001-494-647-1813,Self,Low,Masters,2019-09-21
FAM_000197,Ray Family,Michelle Krause,32357.95,4,Single,2415 Amanda Junction Suite 256,GEO_0136,2023-06-08,Christine Leon,7,Active,Phone,001-506-921-4613x35473,Self,Moderate,High School,2016-04-24
FAM_000198,Curtis Family,Alexander Garrett,55841.01,3,Separated,269 Miranda Forges,GEO_0132,2019-08-23,Scott Edwards,3,Active,Email,3256556348,Community Partner,Moderate,Bachelors,2015-12-05
FAM_000199,Wang Family,Ryan Marsh,90876.19,3,Single,951 Michelle Parkways Apt. 865,GEO_0081,2025-01-23,Cheryl Preston,3,Active,Text,457-471-8074,Community Partner,Low,Bachelors,2025-10-09
FAM_000200,Butler Family,Mrs. Felicia Castro DDS,53780.09,5,Separated,78468 Smith Islands Suite 443,GEO_0195,2021-06-21,Frank Smith,3,Exited,Phone,001-439-966-5285x14190,Community Partner,Low,Bachelors,2016-05-05
FAM_000201,Fowler Family,Curtis Campbell,116836.99,3,Single,49189 Sara Creek,GEO_0080,2025-07-12,Isaac Sanchez,6,Inactive,Phone,957-845-6599x250,Agency,High,High School,2023-09-30
FAM_000202,Jimenez Family,Elizabeth Hunter,79757.18,3,Divorced,720 Adrienne Squares Suite 934,GEO_0182,2019-09-04,Nicole Levy,8,Exited,Email,937.336.4353,Self,Low,Bachelors,2017-10-26
FAM_000203,Burton Family,Aaron Jennings,82061.48,4,Separated,53641 Carter Coves,GEO_0117,2016-11-10,Ann Garcia,7,Inactive,Text,(714)563-0700,Self,Moderate,High School,2023-07-19
FAM_000204,Roberts Family,Nathaniel Gilbert,79826.36,6,Single,3132 Harvey Forest Suite 781,GEO_0168,2025-05-03,Elijah Powell,5,Inactive,Phone,2424863231,Self,Moderate,Masters,2016-06-12
FAM_000205,Frye Family,Christopher Rivera,53195.67,4,Separated,7500 Cisneros Drive,GEO_0040,2018-07-08,Scott Jones,4,Exited,Email,(555)774-7449x3667,Self,Moderate,Masters,2018-01-10
FAM_000206,Webb Family,Michael Hendricks,13244.68,6,Married,1052 Reyes Pines,GEO_0130,2019-01-02,Mary Howard,5,Inactive,Email,(916)608-3402,Agency,Moderate,High School,2016-04-20
FAM_000207,Ballard Family,Maria Olson,142332.59,3,Single,987 Cassie Village,GEO_0028,2023-07-02,Sarah Cole,8,Exited,Text,001-509-739-3496x47935,Community Partner,Low,Masters,2018-11-21
FAM_000208,Cohen Family,Stephanie Herrera,80762.22,5,Single,0452 Megan Pine,GEO_0034,2024-09-01,Brandon Ballard,5,Active,Email,(421)854-2626x7188,Agency,High,Bachelors,2024-08-20
FAM_000209,Evans Family,Richard Gutierrez,145336.13,2,Divorced,2258 Butler Islands Suite 787,GEO_0057,2017-07-08,Jeffrey Barrett,6,Exited,Email,001-470-413-6191x6673,Self,Low,Bachelors,2016-07-09
FAM_000210,Jones Family,Sandy Evans,40120.22,5,Divorced,2275 Bird Skyway Suite 859,GEO_0094,2020-07-14,Juan Lopez,3,Inactive,Email,977-959-4144,Community Partner,Moderate,Bachelors,2017-10-29
FAM_000211,Brown Family,Emily Herrera,59405.31,5,Divorced,5942 Kevin Ridges Apt. 165,GEO_0099,2023-02-13,Derek Livingston,5,Exited,Email,001-820-445-3376x9791,Community Partner,Low,High School,2019-09-06
FAM_000212,Gonzales Family,Michael Marsh,17075.66,2,Separated,00024 Fowler Radial,GEO_0116,2025-08-11,Jacob Ballard,6,Exited,Text,962.443.9606x300,Self,Moderate,Bachelors,2020-01-06
FAM_000213,Washington Family,Heather Montes,79285.19,4,Single,32155 Jared Islands,GEO_0159,2021-10-20,Rachel Golden,6,Exited,Phone,738.891.7873,Community Partner,Moderate,Bachelors,2018-02-22
FAM_000214,Harris Family,Andre Terrell,133527.53,5,Separated,0836 Evelyn Haven Suite 488,GEO_0132,2020-02-16,Kelli Lara,6,Exited,Email,892.411.8781,Agency,High,Bachelors,2023-12-29
FAM_000215,Lawson Family,Sarah Duncan,101596.41,6,Single,9972 Mccarty Spurs Apt. 677,GEO_0052,2021-04-06,Jessica Hamilton,8,Inactive,Text,(698)677-3510x5973,Agency,Moderate,High School,2024-09-28
FAM_000216,Edwards Family,Kurt Hancock,75882.16,3,Divorced,620 Michael Passage Apt. 543,GEO_0200,2020-01-17,Samuel Evans,5,Active,Phone,001-568-850-0947x94792,Community Partner,High,High School,2016-02-17
FAM_000217,Higgins Family,Michele Edwards,85136.7,3,Separated,328 Jillian Field,GEO_0103,2023-01-19,Michelle Hurst,7,Inactive,Phone,001-816-562-9087x92968,Community Partner,Moderate,Bachelors,2017-10-27
FAM_000218,Gross Family,Jason Crawford,128604.13,4,Married,39204 Brian Streets,GEO_0049,2024-08-30,Autumn Stanley,7,Inactive,Email,+1-567-876-3966x3527,Community Partner,Moderate,Masters,2017-05-12
FAM_000219,Valencia Family,Jesse Sampson,70329.89,4,Married,83647 James Plaza,GEO_0018,2018-05-28,Cheyenne Anderson,7,Exited,Phone,6073550408,Agency,Moderate,Masters,2025-07-14
FAM_000220,Hester Family,Eric Rodriguez,133543.8,4,Single,0827 Stone Corners Suite 225,GEO_0072,2020-01-04,Jerry Lee,1,Active,Phone,001-438-238-9011x752,Community Partner,Low,Bachelors,2017-09-24
FAM_000221,Anderson Family,Paula Gentry,111851.13,1,Separated,5458 Webb Light Apt. 905,GEO_0109,2018-11-04,Alexander Hoover,7,Active,Text,+1-779-807-7988x6182,Self,Moderate,High School,2020-12-13
FAM_000222,Wood Family,Alexander Webb,116939.95,6,Separated,187 Yoder Plaza,GEO_0043,2016-08-08,Denise Dillon,1,Inactive,Text,001-416-464-0280x280,Agency,High,Bachelors,2024-07-30
FAM_000223,Hoffman Family,Cheryl Mclean,61231.23,1,Single,160 Jennifer Crest,GEO_0176,2023-05-04,Bridget Bishop,7,Active,Text,(944)766-1651,Agency,Low,Bachelors,2025-04-20
FAM_000224,Flores Family,Kelly Rowe,66081.43,3,Single,17337 Sara Shoal Apt. 052,GEO_0079,2018-09-22,Billy Mendez,6,Inactive,Phone,+1-666-562-6570,Community Partner,Moderate,Bachelors,2019-01-31
FAM_000225,Owens Family,Shane Short,89839.43,5,Divorced,99936 Stephanie Street,GEO_0148,2020-12-27,Jeremy Krueger,3,Inactive,Text,+1-283-339-2384,Agency,High,Bachelors,2023-10-04
FAM_000226,Adams Family,Megan Anderson,37251.74,1,Single,9143 Joel Expressway Suite 539,GEO_0166,2024-07-31,Rebecca Peterson,8,Inactive,Email,(769)917-6498,Self,Moderate,Bachelors,2024-03-08
FAM_000227,Wright Family,Julia Reeves,87451.21,5,Divorced,8446 Tracy Rue,GEO_0027,2022-12-04,Matthew Weaver,5,Active,Phone,742.673.5984x070,Community Partner,Low,Masters,2019-05-08
FAM_000228,Davis Family,April Randolph,20294.44,2,Separated,732 Roberts Brooks Suite 449,GEO_0038,2017-07-24,Kenneth Rojas,1,Exited,Text,920.692.6465x296,Self,High,Bachelors,2021-10-23
FAM_000229,Roberts Family,Linda Miller,80595.77,3,Married,127 Smith Ports Apt. 712,GEO_0119,2017-05-01,Brandy Wilson,4,Inactive,Phone,218.391.6680x7310,Self,Low,Masters,2023-02-06
FAM_000230,Cruz Family,Angel Meyer,117016.58,1,Married,3978 Higgins Forest,GEO_0028,2021-09-02,Albert Hunt,4,Inactive,Text,597.876.6002x200,Agency,Moderate,High School,2024-05-01
FAM_000231,Gilbert Family,Emily Lane,49160.89,3,Divorced,529 David Burgs Apt. 256,GEO_0191,2023-03-23,Lisa Lee,5,Active,Email,623-382-2355x2209,Self,Moderate,Bachelors,2017-01-29
FAM_000232,Wright Family,Steven Flores,148472.7,2,Single,320 Joseph Plaza,GEO_0029,2018-08-02,Valerie Beard,5,Inactive,Phone,(745)662-1202,Community Partner,Low,High School,2020-11-21
FAM_000233,Grimes Family,Donald Flores,105255.81,2,Single,788 Bailey Fords Suite 852,GEO_0062,2019-10-23,Ashley Oneal,6,Exited,Phone,+1-709-741-1396x5452,Community Partner,Moderate,Masters,2021-08-26
FAM_000234,Moore Family,Bruce Hernandez,26633.54,3,Married,860 James Harbors,GEO_0005,2016-10-05,Tiffany Byrd,1,Active,Text,676-756-9836,Agency,Moderate,Masters,2021-08-13
FAM_000235,Murphy Family,Adrian Dean,146511.59,1,Married,61995 Steve Key Apt. 391,GEO_0118,2022-06-28,Gregory Evans,6,Exited,Email,9924628975,Self,Moderate,Masters,2022-10-19
FAM_000236,Lane Family,Christine Bell,65146.52,6,Divorced,92950 Kevin Neck,GEO_0048,2024-05-09,Mrs. Kristin Walton,7,Active,Phone,5314430614,Community Partner,Low,Masters,2025-03-23
FAM_000237,Edwards Family,Charles Bush,121285.61,3,Divorced,830 Rhonda Ports Suite 713,GEO_0069,2025-04-11,Vanessa Hunt,7,Active,Email,385.489.9470x99069,Self,High,Masters,2018-12-28
FAM_000238,Hines Family,David Jones,57471.94,5,Separated,91260 Jessica Crescent Apt. 217,GEO_0008,2016-05-17,Amanda Luna,6,Exited,Email,371.304.4907,Community Partner,High,Bachelors,2017-03-26
