eligibility_id,application_id,decision_date,eligibility_status,reason,review_officer,Assessment_Period,Evaluation_Agency,Rating_Level,Comments,Improvement_Plan_Flag,Next_Assessment_Date,Created_Date
ELG_000140,APP_000481,2018-05-11,Pending,Lot marriage rest growth finish gas claim.,Dillon Wang,Q4,Stone-Wright,Good,Free week car analysis within role trade part.,1,2027-10-22,2017-09-17
ELG_000141,APP_004063,2018-11-17,Eligible,Performance system matter bring practice near only.,Dominique Baker,Q4,Larsen LLC,Good,Half push religious age training even mother wind what.,0,2027-07-07,2025-10-27
ELG_000142,APP_001993,2020-08-18,Eligible,Street far professional move.,Michael Page,FY,House-Leon,Good,Outside physical meeting dog interesting and easy look who.,0,2025-11-15,2021-03-23
ELG_000143,APP_002858,2019-02-26,Not Eligible,Wall west by it determine produce.,Amy Arellano,FY,Cruz-Weiss,Good,Still out since food western decision Republican role spring.,1,2026-03-13,2016-01-04
ELG_000144,APP_003169,2018-06-13,Eligible,Family pattern traditional challenge speak.,Diana Wilson,Q3,Blake Ltd,Good,Strong some time again give teach.,0,2027-06-06,2021-01-05
ELG_000145,APP_004333,2020-04-11,Not Eligible,Government wall simply manage.,Luis Davis,Q3,Sharp-Silva,Good,Environmental commercial capital war central or himself attention yard film new room there.,1,2025-12-27,2019-05-24
ELG_000146,APP_002650,2019-12-28,Pending,Science themselves organization hot.,Jordan Peterson,Q3,"Wallace, Jackson and Lloyd",Poor,Soon on wonder line medical where ok fish rest kitchen hour.,1,2026-07-23,2017-08-08
ELG_000147,APP_000165,2025-10-23,Not Eligible,Tree step grow crime international until name determine.,Marie Lynn,Q2,Garcia-Ray,Good,Lot guess budget ever behavior community use.,1,2025-11-21,2016-07-14
ELG_000148,APP_002927,2019-09-05,Pending,For pass difference fish tough space view.,Cameron Powers,Q1,"Lewis, Marshall and Johnson",Fair,Never professor night mouth nor police.,0,2027-03-20,2020-03-02
ELG_000149,APP_003841,2016-10-30,Eligible,Choice store suddenly painting scientist.,Paige Daniels,FY,Vega PLC,Good,Case read threat suffer whatever view be.,0,2027-04-30,2017-04-23
ELG_000150,APP_003466,2018-10-26,Not Eligible,Debate respond might concern notice century condition.,Benjamin Austin,FY,Cummings Group,Fair,Reduce low want rather business choose way court make some.,1,2027-07-15,2017-08-22
ELG_000151,APP_002003,2023-12-01,Eligible,Individual source agent night along probably hospital.,Brian Allison,Q2,Duke-Haynes,Good,Test sort soldier from prove dark nice too thus region idea sport model.,0,2026-04-16,2024-08-31
ELG_000152,APP_000401,2017-03-31,Pending,Book leader information system sing.,Mr. Seth Delgado DVM,Q2,"Beard, Jones and Castillo",Poor,Once knowledge test radio choice teach.,1,2026-06-24,2025-07-08
ELG_000153,APP_001411,2024-12-31,Pending,Much thought on season as.,Michael Rios,FY,Little LLC,Fair,Environmental happy day deep herself audience thing.,0,2026-02-13,2016-04-25
ELG_000154,APP_001860,2019-02-23,Pending,Employee kitchen loss several.,Brittany Brown,Q1,Ruiz-Berry,Poor,Impact share southern such ability line source such not number grow.,0,2027-04-12,2019-02-17
ELG_000155,APP_002900,2019-03-14,Not Eligible,Before down order use who us.,Kara Solis,Q3,"Lopez, Lee and Reilly",Excellent,Condition increase enter close write decade.,0,2026-03-10,2020-09-07
ELG_000156,APP_001995,2020-07-24,Not Eligible,Discover physical yeah such big everything both community.,Marvin James,Q1,West-Williams,Fair,Full lay baby military or picture boy voice foot worry.,0,2026-11-13,2022-01-06
ELG_000157,APP_002507,2022-06-04,Not Eligible,Middle mention ten age yes.,Carol Schmidt,Q4,"Rodriguez, Miller and Mills",Poor,Opportunity resource the dinner Mrs gun figure keep here.,0,2027-09-29,2024-09-28
ELG_000158,APP_004812,2024-10-29,Eligible,Pay doctor home too economy.,Sheri Mcclure,Q4,"Bonilla, Arnold and Carpenter",Fair,Since rather firm city teach senior over why despite letter woman difficult crime.,1,2027-11-06,2023-08-23
ELG_000159,APP_001131,2021-03-10,Pending,Together hour practice individual language tonight way ten.,Kristen Navarro,Q2,"Kidd, Avila and Chavez",Poor,Simple few conference keep appear degree across large significant.,0,2025-12-10,2016-05-13
ELG_000160,APP_001927,2016-09-17,Pending,Receive development bar marriage five apply next.,Brandon Carter,FY,Romero PLC,Excellent,Hope thus condition something year maintain agree activity growth.,1,2026-06-26,2016-04-11
ELG_000161,APP_001026,2018-08-13,Not Eligible,Whether part discussion pattern kid play.,Amy Davis,Q1,Vega-Mahoney,Good,Identify other current everything current east build if happy son task.,0,2025-12-31,2018-11-18
ELG_000162,APP_000439,2021-05-26,Eligible,Newspaper require security ahead arm suggest.,Michael Perez,Q3,Garcia and Sons,Poor,Although simply suddenly person however season structure voice.,0,2027-01-25,2022-05-22
ELG_000163,APP_000041,2022-08-17,Eligible,Gas should house upon peace star effect.,Audrey Morgan,Q4,Johnson Ltd,Poor,Clearly decade north exactly cultural too foot store from senior.,1,2026-07-12,2016-10-27
ELG_000164,APP_003047,2019-02-21,Eligible,Customer wall occur pressure structure spend director.,Rachel Farmer,Q2,Larsen-Miranda,Poor,Chance people modern Democrat movie her serious majority finally.,0,2027-07-05,2021-10-20
ELG_000165,APP_004965,2024-11-08,Eligible,Environment economic various surface leg.,Paul Singh,Q1,"Montgomery, Watson and Sullivan",Fair,School bit movie available Congress challenge floor finally general various.,0,2027-08-17,2017-08-19
ELG_000166,APP_003073,2020-08-21,Not Eligible,Show life college increase language quickly.,Alexander Schwartz,FY,"Hubbard, Hardy and Morgan",Excellent,Eight very low able campaign up understand and full local drop human.,0,2027-03-14,2020-08-11
ELG_000167,APP_003758,2025-04-06,Not Eligible,Million information side bring thousand fall.,Carolyn Alvarez,Q2,Lopez-Little,Good,Set attention determine every happy order.,1,2026-08-23,2017-09-23
ELG_000168,APP_003100,2022-12-30,Not Eligible,Bed sport girl everyone remember guy.,Michael Allen,Q4,Taylor-Conner,Fair,Effort mind worker mention film professor customer one economic mind environmental night every.,0,2027-04-04,2022-04-15
ELG_000169,APP_004804,2021-06-07,Eligible,Suddenly pretty family same.,Tyler Taylor,Q2,"Shaffer, May and Mahoney",Excellent,Reduce point economic trouble degree experience it somebody important.,1,2027-08-24,2018-02-15
ELG_000170,APP_001372,2024-08-22,Not Eligible,Everything school character glass always.,Alex Ferrell,FY,Williams-Cisneros,Excellent,Fine consumer hospital baby amount former build clear.,0,2027-06-23,2016-08-03
ELG_000171,APP_004974,2020-06-12,Not Eligible,Language term matter daughter stock.,Stephanie Ramirez,Q3,Bass-Hicks,Good,Hope contain little significant democratic sell movement agent third their when.,1,2026-08-12,2019-03-02
ELG_000172,APP_000728,2022-07-31,Not Eligible,Relate put piece at effort nor.,Brittany Williams,Q3,Rivera LLC,Excellent,Material phone president day yourself pretty success teach you.,0,2026-11-03,2021-08-09
ELG_000173,APP_002743,2019-03-20,Not Eligible,Tough his state discover prevent father adult.,Mallory Bowen,Q3,"Woods, Hall and Brown",Poor,Cold per month none nature career often.,0,2026-08-13,2019-11-16
ELG_000174,APP_004526,2025-01-23,Eligible,Interesting certainly raise.,Heather French,Q4,"Myers, Clark and Keith",Fair,Begin necessary act price may generation particular go group form issue choice amount.,0,2027-01-07,2017-07-23
ELG_000175,APP_002159,2017-03-30,Pending,Station huge allow personal.,Bryan Stafford,FY,White-Reed,Excellent,Mouth some specific easy fill choose prove source.,0,2026-11-20,2016-06-21
ELG_000176,APP_002511,2022-02-01,Not Eligible,Turn item general.,Karen Gomez,Q4,Goodwin and Sons,Excellent,Increase writer machine word whether cover make whom other bring.,1,2027-01-21,2025-01-17
ELG_000177,APP_002655,2019-12-15,Pending,Bank hundred tonight here.,Dennis Barron,Q3,Holmes and Sons,Excellent,Interesting certain such lay real store rock professional community.,1,2027-11-06,2022-10-23
ELG_000178,APP_002071,2023-07-28,Not Eligible,Administration similar test.,Kristine Wood,FY,"Austin, Walker and Ward",Excellent,Few family article week many officer write account despite per participant.,0,2027-01-06,2019-02-06
ELG_000179,APP_003682,2019-03-29,Not Eligible,Reveal change table event reflect.,Jesse Mitchell,Q2,Parks PLC,Poor,Buy language war must continue health should office.,0,2026-11-10,2024-06-16
ELG_000180,APP_000823,2018-06-03,Eligible,Him movement start news.,Stephanie Sutton,FY,Hill-Schneider,Good,Deal into surface rate still ground suddenly sure other enough authority key throw.,1,2027-01-28,2024-07-11
ELG_000181,APP_001729,2025-10-20,Eligible,Treat speech pick town wrong view available daughter.,Joseph Rodgers,FY,Turner LLC,Excellent,Officer a somebody forward write focus everyone.,0,2027-09-22,2016-03-05
ELG_000182,APP_000045,2020-06-26,Pending,Yourself toward along south second war second.,Eduardo Woodward,Q3,Davis Ltd,Good,And spring meet than tonight military full speech.,0,2026-10-08,2024-04-27
ELG_000183,APP_003401,2017-02-22,Pending,Turn standard young full ability.,Cory Moore,FY,Crawford-Hale,Fair,Choose sit market decision next trip think life maybe politics kind.,1,2026-05-09,2016-10-30
ELG_000184,APP_002937,2025-09-13,Pending,Provide interest interesting but outside not present.,Charles Martinez,Q3,Kerr LLC,Good,Trouble door mother kind body official mind black possible you then wife.,1,2025-12-13,2018-09-04
ELG_000185,APP_001614,2017-03-22,Not Eligible,Standard else family suffer another when sound easy.,Andrew Reed,FY,Berger Group,Excellent,Simple thing service figure watch hour view popular hold might.,1,2026-01-07,2021-07-05
ELG_000186,APP_000241,2018-11-15,Eligible,Light magazine base blood huge can.,Robert Rich,Q2,Moore-Adams,Poor,Cost own enough hear example professional baby.,0,2027-01-11,2017-12-30
ELG_000187,APP_003260,2023-03-07,Not Eligible,Reason past Republican.,Nicholas Walker,Q1,Webb-Simmons,Good,Our heavy future across project direction president per include rest decide hard.,1,2026-11-14,2018-03-13
ELG_000188,APP_002176,2024-09-05,Not Eligible,Through and quality pressure check not though.,Marco Green,Q1,"Roman, Gordon and Mason",Poor,Get professional near build wrong thing part.,1,2026-12-25,2022-08-11
ELG_000189,APP_001571,2025-04-04,Pending,Fear worry fact collection now weight film.,Jessica Glover,Q3,Lewis-Johnson,Good,Answer real Republican newspaper lay cost.,1,2026-06-22,2019-12-02
ELG_000190,APP_000982,2016-05-27,Eligible,Few population situation dark war us article.,Tara Miller,Q1,Byrd LLC,Excellent,Trade enjoy true husband wind factor others star wide memory speech risk respond.,0,2026-04-08,2025-09-04
ELG_000191,APP_000433,2016-12-20,Pending,Woman child to animal experience sense.,Rebecca Preston,Q2,Santiago-Rasmussen,Poor,Defense training cover clearly would impact edge.,1,2027-03-05,2023-01-02
ELG_000192,APP_002751,2023-09-22,Eligible,Perform one animal process national present second.,Jennifer Levy,Q4,Odonnell-Quinn,Poor,Investment four face yourself feeling leave strategy every energy husband value.,1,2027-08-02,2024-11-19
ELG_000193,APP_004506,2020-06-02,Eligible,Significant school remain art person.,Brittany Smith,Q1,Morales Group,Fair,Under hand life fall simply down tend everyone place five particular.,1,2026-06-22,2015-12-08
ELG_000194,APP_000038,2019-11-10,Eligible,Green hotel course box remember whole mouth.,Ricky Dixon,FY,Valdez Ltd,Excellent,Exactly road recognize center reduce rich future his despite third.,1,2026-08-13,2016-08-25
ELG_000195,APP_003468,2020-10-20,Pending,Never kind huge such wide everyone.,Cheryl Mccoy,FY,Ferguson-Dean,Poor,Four year fill indicate group part main relate.,0,2026-08-03,2021-01-14
ELG_000196,APP_002755,2016-02-05,Not Eligible,Color with scene office environmental soon.,John David,Q4,Bell and Sons,Poor,Store others pick professional goal item cost.,1,2026-01-06,2016-03-06
ELG_000197,APP_003083,2015-12-08,Eligible,Mission successful commercial concern computer point your.,Andrew Zavala,FY,"Porter, Austin and Dunn",Poor,Night really history evidence mission total once.,1,2026-12-31,2024-09-08
ELG_000198,APP_004605,2017-12-03,Pending,Suggest beyond find rise when.,Brooke Olsen,FY,Hayden-Park,Fair,Force mouth character animal sport mean hope social low.,0,2026-08-02,2018-01-31
ELG_000199,APP_004991,2017-01-06,Eligible,Bit under few.,Donna Alexander,Q1,"Singh, Carter and Middleton",Good,Budget happy cold we single sing relate green course.,0,2027-03-02,2017-12-01
ELG_000200,APP_002584,2025-06-04,Not Eligible,Provide hour size nor.,Joel Leblanc,FY,Reed PLC,Poor,Seek night wear guess religious environmental play visit.,1,2026-11-30,2017-04-25
ELG_000201,APP_003261,2024-02-08,Eligible,Institution medical allow role.,Rebecca Contreras,Q3,"Russell, Manning and Wells",Good,It happen standard long least animal show dinner either away cold yourself.,1,2027-07-05,2024-01-28
ELG_000202,APP_000765,2025-07-19,Not Eligible,Reach shake situation improve population still soon inside.,Mrs. Jessica Rodriguez,Q1,"Bell, Li and Maldonado",Poor,Really how list believe design kid against short bed force coach.,0,2026-05-13,2018-10-11
ELG_000203,APP_002538,2018-03-20,Not Eligible,Board gas single lay.,John Baker,FY,Wallace PLC,Excellent,Reality part draw improve near full heavy but.,0,2026-02-11,2017-04-26
ELG_000204,APP_000095,2024-09-01,Eligible,Laugh maybe natural plant material toward.,Brandi Williams,Q4,Barnes-Bates,Excellent,List cost serve thus fall key pattern.,1,2026-02-07,2017-09-11
ELG_000205,APP_001821,2025-02-10,Eligible,Design company business feeling wear.,Joy Steele,Q1,Trujillo-Shepard,Excellent,Tax speak firm style manager significant recognize much should treat.,1,2027-10-22,2021-02-20
ELG_000206,APP_004452,2025-06-24,Not Eligible,Can parent example expert or figure.,Tanya Gamble,Q3,Bell Group,Good,Both nothing type religious purpose need.,0,2026-07-19,2025-01-06
ELG_000207,APP_004972,2020-04-19,Eligible,Rule sound adult arm forget strong first.,Ashley Warren,Q2,Floyd-Ritter,Fair,Toward dinner foot blood never star reality education top security physical thousand.,0,2026-08-24,2021-04-25
ELG_000208,APP_001001,2017-11-25,Pending,Per impact owner week forward care drive.,Arthur Payne,Q3,Torres Group,Good,Many contain fall everyone so general east official.,1,2026-03-31,2022-07-30
ELG_000209,APP_001026,2019-11-14,Not Eligible,Third heavy husband knowledge.,Joseph Hale,Q4,"Chen, Gonzalez and Guzman",Poor,Little behind score together citizen politics.,0,2027-06-14,2017-07-29
ELG_000210,APP_004595,2021-12-23,Pending,Trip work your.,Joseph Sims,Q4,Rodriguez-Gibson,Poor,Everything believe here series never front left according attack modern born member southern.,1,2027-08-02,2020-05-22
ELG_000211,APP_003540,2024-04-15,Eligible,Modern industry data officer.,Marc Eaton,Q3,Hopkins Inc,Excellent,Environmental could wonder hotel sing administration none defense machine draw participant.,0,2026-07-11,2023-03-23
ELG_000212,APP_000353,2020-01-31,Eligible,Space believe story other.,Edward Hernandez,Q2,Crane-Jennings,Poor,Reveal respond city performance amount song quality.,1,2027-06-26,2019-11-27
ELG_000213,APP_003965,2025-05-26,Pending,Memory when television hold education.,Edward Carter,Q4,"Walls, Smith and Kim",Good,Spend color discussion color myself up.,1,2026-06-09,2023-11-08
ELG_000214,APP_003770,2022-07-04,Eligible,Soon appear traditional where major.,Cynthia Jones,Q2,Nelson Ltd,Good,About stock home whom heart challenge simply western matter.,1,2026-09-08,2016-02-17
